date,total_cases,new_cases,weekly_new_cases_average,new_cases_yesterday,new_deaths,weeky_new_deaths_average,new_deaths_yesterday,new_tests,weekly_new_tests_average,new_tests_yesterday,positive_rate,total_vaccinations,total_vaccinations_yesterday,people_vaccinated,people_vaccinated_yesterday,people_fully_vaccinated,people_fully_vaccinated_yesterday,population_not_staying_at_home,population_not_staying_at_home_previous_week_average,stringency_index,apple_driving,apple_transit,apple_walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2021-01-30,26135056,142312,155758,166568,2786,3265,3634,1426675,1615364,1826116,0.093,29577902,27884661,24064165,22858318,5259693,4780888,246761824,246301670,71.76,87,42,88,-22,-8,-15,-36,-12,6
2021-01-31,26247053,111997,151715,142312,1851,3185,2786,944268,1599458,1426675,0.091,31123299,29577902,25201143,24064165,5657142,5259693,238070922,245696272,71.76,100,45,98,-27,-16,-22,-39,-18,7
2021-02-01,26382255,135202,148992,111997,2067,3178,1851,1031082,1591897,944268,0.092,32222402,31123299,26023153,25201143,5927847,5657142,239965170,244907686,71.76,105,46,103,-29,-19,-33,-49,-37,14
2021-02-02,26497588,115333,146596,135202,3429,3192,2067,1628183,1563959,1031082,0.09,32780860,32222402,26440836,26023153,6064792,5927847,243391672,245485344,71.76,102,42,101,-26,-15,-25,-45,-36,13
2021-02-03,26619229,121641,141995,115333,3906,3109,3429,1862592,1543838,1628183,0.089,33878254,32780860,27154956,26440836,6436931,6064792,248746347,245937645,68.06,104,42,101,-20,-9,-20,-40,-31,11
2021-02-04,26743204,123975,137380,121641,3736,3101,3906,1925013,1516705,1862592,0.085,35203710,33878254,27905197,27154956,6926050,6436931,249780855,245687024,68.06,128,50,125,-23,-11,-21,-40,-32,11
2021-02-05,26877601,134397,131004,123975,3688,3058,3736,1823540,1520561,1925013,0.083,36819212,35203710,28909497,27905197,7503864,6926050,253022948,245453947,68.06,120,48,125,-24,-13,-24,-39,-30,11
2021-02-06,26981588,103987,126408,134397,2641,3066,3688,1331065,1520193,1823540,0.08,39037964,36819212,30250964,28909497,8317180,7503864,249733396,245483977,68.06,93,41,91,-21,-6,-16,-34,-11,6
2021-02-07,27071236,89648,120933,103987,1436,3045,2641,828185,1506535,1331065,0.078,41210937,39037964,31579100,30250964,9147185,8317180,239743721,245420111,68.06,116,49,114,-31,-14,-30,-42,-17,6
2021-02-08,27161551,90315,117740,89648,1617,2986,1436,1037791,1489951,828185,0.074,42417617,41210937,32340146,31579100,9518015,9147185,246260368,244681353,68.06,120,49,117,-26,-15,-26,-41,-33,11
2021-02-09,27257183,95632,111328,90315,3074,2922,1617,1683462,1490910,1037791,0.071,43206190,42417617,32867213,32340146,9840429,9518015,245921700,244373682,68.06,127,48,119,-25,-12,-24,-41,-33,12
2021-02-10,27352360,95177,108514,95632,3310,2871,3074,1628637,1498807,1683462,0.071,44769970,43206190,33783384,32867213,10469514,9840429,247836443,244659930,68.06,93,36,91,-22,-10,-22,-40,-32,11
2021-02-11,27458120,105760,104733,95177,3207,2786,3310,1411865,1465385,1628637,0.072,46390270,44769970,34723964,33783384,11188782,10469514,248576053,245098986,68.06,52,25,46,-26,-12,-31,-41,-34,13
2021-02-12,27557758,99638,102131,105760,2929,2710,3207,1406031,1392078,1411865,0.072,48410558,46390270,35834855,34723964,12085830,11188782,252541650,245677105,68.06,97,40,92,-24,-10,-32,-39,-33,13
2021-02-13,27644880,87122,97165,99638,2198,2602,2929,1084872,1332434,1406031,0.071,50641884,48410558,37056122,35834855,13082172,12085830,243407804,246101616,68.06,89,40,83,-23,-4,-31,-36,-15,8
2021-02-14,27709901,65021,94756,87122,1161,2539,2198,662543,1297263,1084872,0.07,52884356,50641884,38292270,37056122,14077440,13082172,239075127,246340587,68.06,107,47,101,-24,-10,-31,-39,-20,7
2021-02-15,27764087,54186,91238,65021,958,2499,1161,795711,1273600,662543,0.069,52884357,52884356,38292271,38292270,14077441,14077440,242156839,247239901,68.06,110,48,105,-34,-21,-32,-49,-52,18
2021-02-16,27826806,62719,86077,54186,1748,2405,958,1244770,1239017,795711,0.068,55220364,52884357,39670551,38292271,15015434,14077441,244310204,247601334,68.06,115,48,111,-33,-17,-30,-45,-45,16
2021-02-17,27896924,70118,81375,62719,2405,2216,1748,1470167,1176347,1244770,0.066,56281827,55220364,40268009,39670551,15471536,15015434,247691987,247471347,68.06,112,43,119,-27,-11,-27,-42,-39,13
2021-02-18,27966848,69924,77795,70118,2519,2087,2405,1405886,1153708,1470167,0.062,57737767,56281827,41021049,40268009,16162358,15471536,247299578,247299233,68.06,82,35,84,-33,-19,-32,-46,-42,17
2021-02-19,28046145,79297,72675,69924,2631,1988,2519,1344200,1152854,1405886,0.06,59585043,57737767,41977401,41021049,17039118,16162358,251584774,247230476,68.06,107,45,108,-26,-15,-32,-42,-35,14
2021-02-20,28117670,71525,69770,79297,1818,1946,2631,1054422,1144021,1344200,0.057,61289500,59585043,42809595,41977401,17895667,17039118,247964604,246326820,68.06,86,39,80,-19,-8,-10,-31,-10,6
2021-02-21,28174750,57080,67541,71525,1247,1891,1818,681723,1139671,1054422,0.056,63090634,61289500,43628092,42809595,18865319,17895667,246889480,246231306,68.06,100,47,96,-19,-11,-12,-32,-13,5
2021-02-22,28230970,56220,66407,57080,1323,1904,1247,1028623,1142411,681723,0.054,64177474,63090634,44138118,43628092,19438495,18865319,251822229,245645088,68.06,104,49,98,-22,-13,-22,-39,-31,11
2021-02-23,28303233,72263,66698,56220,2274,1956,1323,1628978,1175684,1028623,0.053,65032083,64177474,44544969,44138118,19882544,19438495,254009721,245414874,68.06,99,45,96,-18,-8,-8,-36,-31,10
2021-02-24,28377965,74732,68061,72263,3178,2031,2274,1672232,1230571,1628978,0.053,66464947,65032083,45237143,44544969,20607261,19882544,254272398,245394238,68.06,101,45,96,-15,-8,-4,-35,-30,10
2021-02-25,28455466,77501,68720,74732,2446,2141,3178,1593431,1259438,1672232,0.052,68274117,66464947,46074392,45237143,21555117,20607261,253873775,245211884,68.06,115,47,110,-17,-9,-10,-35,-30,10
2021-02-26,28532812,77346,69803,77501,2068,2131,2446,1456442,1286230,1593431,0.052,70454064,68274117,47184199,46074392,22613359,21555117,257367436,245075188,68.06,112,46,113,-18,-11,-16,-34,-29,10
2021-02-27,28597387,64575,69524,77346,1515,2051,2068,1065904,1302264,1456442,0.052,72806180,70454064,48435536,47184199,23698627,22613359,252654978,245726159,68.06,85,40,82,-15,-6,-1,-28,-10,5
2021-02-28,28648744,51357,68531,64575,1094,2007,1515,625484,1303905,1065904,0.051,75236003,72806180,49772180,48435536,24779920,23698627,246606805,246842495,68.06,96,46,91,-16,-10,-9,-29,-13,4
2021-03-01,28706973,58229,67713,51357,1519,1985,1094,977639,1295871,625484,0.051,76899987,75236003,50732997,49772180,25466405,24779920,253129371,248223265,68.06,99,46,93,-17,-9,-18,-36,-30,9
2021-03-02,28764033,57060,68000,58229,1950,2013,1519,1592858,1288587,977639,0.05,78631601,76899987,51755447,50732997,26162122,25466405,254533579,249608910,68.06,101,46,96,-16,-7,-12,-36,-30,10
2021-03-03,28831226,67193,65829,57060,2491,1967,1950,1713294,1283427,1592858,0.048,80540474,78631601,52855579,51755447,26957804,26162122,253928683,250548969,68.06,104,47,98,-12,-4,-1,-34,-30,9
2021-03-04,28899277,68051,64752,67193,1938,1869,2491,1530461,1289293,1713294,0.048,82572848,80540474,54035670,52855579,27795980,26957804,255531800,251488140,64.35,121,50,116,-15,-6,-4,-34,-30,9
2021-03-05,28965728,66451,63402,68051,1785,1796,1938,1413051,1280297,1530461,0.047,85008094,82572848,55547697,54035670,28701201,27795980,258473697,252314235,64.35,117,49,123,-16,-8,-10,-33,-29,9
2021-03-06,29023931,58203,61845,66451,1506,1756,1785,1057557,1274099,1413051,0.046,87912323,85008094,57358849,55547697,29776160,28701201,254516363,252984288,64.35,93,43,94,-13,-4,7,-26,-11,4
2021-03-07,29064938,41007,60935,58203,698,1755,1506,603501,1272906,1057557,0.045,90351750,87912323,58873710,57358849,30686881,29776160,250505048,252943906,64.35,104,48,98,-12,-6,9,-26,-13,3
2021-03-08,29109974,45036,59456,41007,740,1698,698,963540,1269766,603501,0.044,92089852,90351750,60005231,58873710,31493040,30686881,255666461,253130641,64.35,99,47,93,-16,-7,-1,-35,-31,9
2021-03-09,29167616,57642,57572,45036,1807,1587,740,1523749,1267752,963540,0.045,93692598,92089852,61088527,60005231,32102061,31493040,256495602,253205477,64.35,97,45,92,-14,-5,9,-34,-31,9
2021-03-10,29225536,57920,57655,57642,1571,1566,1807,1589512,1257879,1523749,0.044,95721290,93692598,62451150,61088527,32904161,32102061,257635540,253156375,64.35,102,47,96,-13,-6,2,-34,-30,9
2021-03-11,29288010,62474,56330,57920,1567,1435,1571,1480664,1240196,1589512,0.044,98203893,95721290,64071674,62451150,33863127,32904161,257946572,253393236,64.35,118,50,114,-14,-5,7,-32,-30,9
2021-03-12,29349533,61523,55533,62474,1570,1382,1567,1384816,1233082,1480664,0.044,101128005,98203893,65965305,64071674,35000159,33863127,261336106,253551273,64.35,115,48,119,-14,-7,2,-30,-30,9
2021-03-13,29402465,52932,54829,61523,996,1351,1570,1017438,1229048,1384816,0.043,105703501,101128005,68884011,65965305,36929777,35000159,257661891,253817185,64.35,86,41,82,-10,-2,16,-21,-11,3
2021-03-14,29440686,38221,54076,52932,580,1278,996,575733,1223317,1017438,0.043,107060274,105703501,69784210,68884011,37459269,36929777,,253817185,64.35,95,46,88,-11,-7,1,-24,-15,4
2021-03-15,29497352,56666,53678,38221,756,1262,580,933331,1219350,575733,0.044,109081860,107060274,71054445,69784210,38335432,37459269,,254374077,64.35,97,45,89,-14,-7,-11,-34,-33,10
2021-03-16,29551309,53957,55340,56666,1177,1264,756,1478344,1215035,933331,0.044,110737856,109081860,72135616,71054445,39042345,38335432,,254736519,64.35,99,46,92,-11,-3,-2,-32,-32,9
2021-03-17,29610445,59136,54813,53957,1232,1174,1177,1597362,1208548,1478344,0.044,113037627,110737856,73669956,72135616,39989196,39042345,,255016808,64.35,102,46,94,-4,-2,0,-30,-31,8
2021-03-18,29670983,60538,54987,59136,1664,1125,1232,1454746,1209670,1597362,0.044,115730008,113037627,75495716,73669956,40981464,39989196,,255546359,64.35,120,48,114,-10,-5,-9,-31,-32,10
2021-03-19,29732612,61629,54710,60538,1147,1139,1664,1325598,1205967,1454746,0.044,118313818,115730008,77230061,75495716,41934629,40981464,,255891326,64.35,119,48,123,-10,-6,0,-28,-31,8
2021-03-20,29787986,55374,54726,61629,742,1079,1147,978090,1197507,1325598,0.045,121441497,118313818,79367225,77230061,43036818,41934629,,256300242,64.35,86,40,83,-6,-2,25,-16,-10,2
2021-03-21,29821754,33768,55074,55374,439,1043,742,605748,1191886,978090,0.045,124481412,121441497,81415769,79367225,44141228,43036818,,256749603,64.35,90,42,83,-4,-3,28,-16,-12,2
2021-03-22,29873347,51593,54438,33768,719,1022,439,956080,1196174,605748,0.046,126509736,124481412,82772416,81415769,44910946,44141228,,257790362,66.2,95,45,88,-9,-5,11,-30,-30,8
2021-03-23,29926950,53603,53714,51593,876,1017,719,1505933,1199424,956080,0.047,128217029,126509736,83930495,82772416,45533962,44910946,,258215142,61.57,102,49,95,-9,-4,9,-31,-30,8
2021-03-24,30013910,86960,53663,53603,1512,974,876,1632492,1203365,1505933,0.047,130473853,128217029,85472166,83930495,46365515,45533962,,258645027,61.57,105,50,98,-9,-5,1,-31,-30,9
2021-03-25,30081375,67465,57638,86960,1410,1014,1512,1428054,1208384,1632492,0.049,133305295,130473853,87343622,85472166,47419832,46365515,,258981523,61.57,123,54,119,-10,-4,4,-30,-30,9
2021-03-26,30158696,77321,58627,67465,1151,978,1410,1354899,1204571,1428054,0.05,136684688,133305295,89559225,87343622,48695172,47419832,,259498999,61.57,120,53,127,-10,-6,9,-27,-30,8
2021-03-27,30221396,62700,60869,77321,787,978,1151,986685,1208757,1354899,0.05,140180735,136684688,91707729,89559225,50141769,48695172,,257661891,61.57,83,40,83,-8,-2,35,-16,-10,2
2021-03-28,30264493,43097,61916,62700,522,985,787,617627,1209984,986685,0.051,143462691,140180735,93631163,91707729,51593564,50141769,,,61.57,98,49,90,-8,-5,3,-21,-14,3
2021-03-29,30333922,69429,63248,43097,709,997,522,986306,1211681,617627,0.051,145812835,143462691,95015762,93631163,52614231,51593564,,,58.8,100,48,92,-8,-3,14,-30,-31,8
2021-03-30,30395171,61249,65796,69429,882,995,709,1509215,1215999,986306,0.052,147602345,145812835,96044046,95015762,53423486,52614231,,,56.94,104,49,95,-7,-1,23,-29,-31,8
2021-03-31,30462210,67039,66889,61249,1088,996,882,1556326,1216468,1509215,0.053,150273292,147602345,97593290,96044046,54607041,53423486,,,56.94,105,50,96,-6,-2,4,-29,-31,8
2021-04-01,30541255,79045,64043,67039,1075,936,1088,1416591,1205587,1556326,0.054,153631404,150273292,99565311,97593290,56089614,54607041,,,56.94,126,57,123,-4,3,9,-27,-31,8
2021-04-02,30611086,69831,65697,79045,950,888,1075,1312051,1203950,1416591,0.053,157606463,153631404,101804762,99565311,57984785,56089614,,,56.94,119,55,134,-6,3,11,-27,-40,10
2021-04-03,30674153,63067,64627,69831,734,859,950,949486,1197829,1312051,0.054,161688422,157606463,104213478,101804762,59858146,57984785,,,56.94,94,49,107,-6,11,31,-18,-14,2
2021-04-04,30709125,34972,64680,63067,289,851,734,558189,1192515,949486,0.054,165053746,161688422,106214924,104213478,61416536,59858146,,,56.94,84,47,83,-28,-11,33,-21,-23,1
2021-04-05,30786804,77679,63519,34972,513,818,289,915974,1184023,558189,0.054,167187795,165053746,107515428,106214924,62392065,61416536,,,56.94,88,49,87,-6,-1,26,-27,-34,8
2021-04-06,30847348,60544,64697,77679,854,790,513,1501612,1173976,915974,0.054,168592075,167187795,108301234,107515428,63016976,62392065,,,56.94,96,50,92,-6,0,33,-27,-31,7
2021-04-07,30922386,75038,64597,60544,2586,786,854,1591778,1172890,1501612,0.055,171476655,168592075,109995734,108301234,64422618,63016976,,,56.94,92,46,87,-4,0,27,-27,-31,7
2021-04-08,31002264,79878,65739,75038,1012,1000,2586,1461755,1177954,1591778,0.054,174879716,171476655,112046611,109995734,66203123,64422618,,,56.94,116,53,113,-6,-1,26,-26,-30,8
2021-04-09,31084962,82698,65858,79878,880,991,1012,1405832,1184406,1461755,0.056,178837781,174879716,114436039,112046611,68202458,66203123,,,56.94,122,54,130,-10,-5,16,-26,-30,7
2021-04-10,31151497,66535,67697,82698,713,981,880,980541,1197804,1405832,0.056,183467709,178837781,117142879,114436039,70692645,68202458,,,56.94,96,46,94,-7,-2,32,-17,-12,2
2021-04-11,31197877,46380,68192,66535,289,978,713,628931,1202240,980541,0.057,187047131,183467709,119242902,117142879,72630892,70692645,,,56.94,103,49,94,-6,-4,18,-19,-14,2
2021-04-12,31268107,70230,69822,46380,471,978,289,1014771,1212346,628931,0.055,189692045,187047131,120848490,119242902,74066085,72630892,,,56.94,109,52,101,-9,-3,9,-29,-29,7
2021-04-13,31345985,77878,68758,70230,827,972,471,1554932,1226460,1014771,0.057,192282781,189692045,122295530,120848490,75322283,74066085,,,56.94,113,54,106,-8,-1,20,-29,-29,7
2021-04-14,31421360,75375,71234,77878,958,968,827,1605780,1234077,1554932,0.056,194791836,192282781,123917385,122295530,76681252,75322283,,,56.94,116,54,108,-7,-3,13,-29,-30,8
2021-04-15,31495649,74289,71282,75375,893,736,958,1421291,1236077,1605780,0.056,198317040,194791836,125822868,123917385,78498290,76681252,,,56.94,136,59,132,-10,-3,9,-29,-29,8
2021-04-16,31575640,79991,70484,74289,866,719,893,1391107,1230297,1421291,0.056,202282923,198317040,127743096,125822868,80609818,78498290,,,56.94,135,57,145,-11,-6,8,-27,-29,8
2021-04-17,31628013,52373,70097,79991,681,717,866,970991,1228193,1391107,0.056,205871913,202282923,129494179,127743096,82471151,80609818,,,56.94,102,47,99,-8,-2,35,-17,-12,2
2021-04-18,31670031,42018,68074,52373,318,712,681,580904,1226829,970991,0.056,209406814,205871913,131247546,129494179,84263408,82471151,,,56.94,108,52,100,-5,-2,38,-16,-13,2
2021-04-19,31737964,67933,67451,42018,482,716,318,840238,1219968,580904,0.056,211581309,209406814,132321628,131247546,85365180,84263408,,,56.94,111,52,102,-10,-3,14,-28,-29,8
2021-04-20,31799237,61273,67122,67933,825,718,482,1235816,1195035,840238,0.056,213388238,211581309,133266995,132321628,86223506,85365180,,,56.94,115,54,107,-8,-1,21,-28,-29,8
,,,,,,,,,,,,,,,,,,,,,119,54,111,-9,-3,6,-29,-29,8
,,,,,,,,,,,,,,,,,,,,,141,61,137,-9,-2,16,-28,-28,8
,,,,,,,,,,,,,,,,,,,,,140,60,151,-11,-5,16,-25,-28,7
,,,,,,,,,,,,,,,,,,,,,108,50,107,-9,-2,34,-18,-12,2
,,,,,,,,,,,,,,,,,,,,,112,54,105,-6,-3,23,-18,-13,2
,,,,,,,,,,,,,,,,,,,,,115,56,110,,,,,,
,,,,,,,,,,,,,,,,,,,,,117,55,110,,,,,,
,,,,,,,,,,,,,,,,,,,,,124,58,118,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,145,63,163,,,,,,
,,,,,,,,,,,,,,,,,,,,,110,51,111,,,,,,
,,,,,,,,,,,,,,,,,,,,,117,55,110,,,,,,
,,,,,,,,,,,,,,,,,,,,,121,56,114,,,,,,
,,,,,,,,,,,,,,,,,,,,,127,58,124,,,,,,
,,,,,,,,,,,,,,,,,,,,,131,57,122,,,,,,
,,,,,,,,,,,,,,,,,,,,,155,66,155,,,,,,
,,,,,,,,,,,,,,,,,,,,,156,68,177,,,,,,
,,,,,,,,,,,,,,,,,,,,,120,57,124,,,,,,
,,,,,,,,,,,,,,,,,,,,,122,60,118,,,,,,
,,,,,,,,,,,,,,,,,,,,,124,60,118,,,,,,
,,,,,,,,,,,,,,,,,,,,,127,58,118,,,,,,
,,,,,,,,,,,,,,,,,,,,,131,61,126,,,,,,
,,,,,,,,,,,,,,,,,,,,,157,70,160,,,,,,
,,,,,,,,,,,,,,,,,,,,,157,71,180,,,,,,
,,,,,,,,,,,,,,,,,,,,,117,53,118,,,,,,
,,,,,,,,,,,,,,,,,,,,,126,62,124,,,,,,
,,,,,,,,,,,,,,,,,,,,,130,64,129,,,,,,
,,,,,,,,,,,,,,,,,,,,,132,62,126,,,,,,
,,,,,,,,,,,,,,,,,,,,,141,64,136,,,,,,
,,,,,,,,,,,,,,,,,,,,,159,70,162,,,,,,
,,,,,,,,,,,,,,,,,,,,,148,68,167,,,,,,
,,,,,,,,,,,,,,,,,,,,,103,54,106,,,,,,
,,,,,,,,,,,,,,,,,,,,,131,65,129,,,,,,
,,,,,,,,,,,,,,,,,,,,,133,67,132,,,,,,
,,,,,,,,,,,,,,,,,,,,,135,66,133,,,,,,
,,,,,,,,,,,,,,,,,,,,,139,68,139,,,,,,
,,,,,,,,,,,,,,,,,,,,,160,74,165,,,,,,
,,,,,,,,,,,,,,,,,,,,,158,73,182,,,,,,
,,,,,,,,,,,,,,,,,,,,,120,57,120,,,,,,
,,,,,,,,,,,,,,,,,,,,,125,63,118,,,,,,
,,,,,,,,,,,,,,,,,,,,,127,65,122,,,,,,
,,,,,,,,,,,,,,,,,,,,,129,64,123,,,,,,
,,,,,,,,,,,,,,,,,,,,,134,64,127,,,,,,
,,,,,,,,,,,,,,,,,,,,,156,73,159,,,,,,
,,,,,,,,,,,,,,,,,,,,,157,75,182,,,,,,
,,,,,,,,,,,,,,,,,,,,,122,62,128,,,,,,
,,,,,,,,,,,,,,,,,,,,,125,65,119,,,,,,
,,,,,,,,,,,,,,,,,,,,,129,67,126,,,,,,
,,,,,,,,,,,,,,,,,,,,,128,63,119,,,,,,
,,,,,,,,,,,,,,,,,,,,,135,65,128,,,,,,
,,,,,,,,,,,,,,,,,,,,,158,75,162,,,,,,
,,,,,,,,,,,,,,,,,,,,,156,77,182,,,,,,
,,,,,,,,,,,,,,,,,,,,,120,59,121,,,,,,
,,,,,,,,,,,,,,,,,,,,,125,65,120,,,,,,
,,,,,,,,,,,,,,,,,,,,,129,66,124,,,,,,
,,,,,,,,,,,,,,,,,,,,,131,68,127,,,,,,
